@RELATION 2018-05-25-TP-result-手動整理過

@ATTRIBUTE 價格 REAL
@ATTRIBUTE 冰箱 REAL
@ATTRIBUTE 冷氣 REAL
@ATTRIBUTE 區 {三峽區,三芝區,三重區,中和區,中山區,中正區,五股區,信義區,內湖區,八里區,北投區,南港區,土城區,士林區,大同區,大安區,文山區,新店區,新莊區,松山區,板橋區,林口區,樹林區,永和區,汐止區,泰山區,淡水區,深坑區,烏來區,瑞芳區,萬華區,萬里區,蘆洲區,貢寮區,金山區,鶯歌區}
@ATTRIBUTE 坪數 REAL
@ATTRIBUTE 型態 {住宅大樓,公寓,別墅,華廈,辦公商業大樓,透天厝,電梯大樓}
@ATTRIBUTE 天然瓦斯 REAL
@ATTRIBUTE 床 REAL
@ATTRIBUTE 性別要求 {女生,男女生皆可,男生}
@ATTRIBUTE 押金 {一個月,三個月,二個月,其他,面議,1000,2000,3000,4000,5000,5200,5500,6000,6750,7000,8000,9000,10000,11000,12000,13000,15000,19000,20000,22000,23000,25000,34000,40000,45000}
@ATTRIBUTE 捷運站 REAL
@ATTRIBUTE 最短租期 {0,10天,10月,12月,13月,14月,15天,1天,1年,1月,2月,30天,3天,3月,4月,5天,5月,6月,7天,7月,一年,三個月,兩年,半年}
@ATTRIBUTE 朝向 {坐北朝南,坐南朝北,坐東北朝西南,坐東南朝西北,坐東朝西,坐西北朝東南,坐西南朝東北,坐西朝東,0}
@ATTRIBUTE 格局 {1房0廳1衛0陽台,1房0廳1衛99陽台,1房1廳1衛0陽台,有陽臺,樓中樓,樓中樓、有陽臺,開放式格局,0}
@ATTRIBUTE 桌子 REAL
@ATTRIBUTE 椅子 REAL
@ATTRIBUTE 樓層 {B1,B2,B3,整棟,頂樓加蓋,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,31,32,33,34,36,37}
@ATTRIBUTE 沙發 REAL
@ATTRIBUTE 洗衣機 REAL
@ATTRIBUTE 火車站 REAL
@ATTRIBUTE 熱水器 REAL
@ATTRIBUTE 產權登記 {--,已辦,未辦}
@ATTRIBUTE 第四台 REAL
@ATTRIBUTE 管理費 REAL
@ATTRIBUTE 網路 REAL
@ATTRIBUTE 總樓層數 REAL
@ATTRIBUTE 衣櫃 REAL
@ATTRIBUTE 身份要求 {0,上班族,上班族、家庭,學生,學生、上班族,學生、上班族、家庭,學生、家庭,家庭}
@ATTRIBUTE 車位 {平面式停車位，已含租金內,0,平面式停車位，費用另計,機械式停車位，已含租金內,機械式停車位，費用另計,無}
@ATTRIBUTE 開伙 {不可以,可以}
@ATTRIBUTE 電視 REAL
@ATTRIBUTE 養寵物 {不可以,可以}
@ATTRIBUTE 現況 {,分租套房,獨立套房,雅房}

@DATA
10000,1,1,新店區,10,公寓,0,0,男女生皆可,二個月,0,一年,0,開放式格局,0,0,4,0,1,0,1,已辦 ,0,0,1,5,0,0,平面式停車位，費用另計,不可以,1,不可以,獨立套房
6499,1,1,中和區,5.5,公寓,1,1,男女生皆可,二個月,1,一年,0,有陽臺,1,1,2,0,1,1,1,已辦 ,1,0,1,4,1,學生、上班族、家庭,無,不可以,1,不可以,獨立套房
6300,0,1,板橋區,5,公寓,0,1,女生,二個月,0,一年,0,0,0,0,2,0,1,0,1,已辦 ,1,0,1,5,1,學生、上班族,無,不可以,1,不可以,獨立套房
6500,1,1,樹林區,7,透天厝,0,1,男女生皆可,二個月,0,半年,坐北朝南,有陽臺,1,1,3,0,1,0,1,已辦 ,1,0,0,4,1,學生、上班族,無,可以,1,不可以,獨立套房
7000,1,1,新莊區,5,公寓,0,1,男女生皆可,二個月,0,一年,0,開放式格局,0,0,4,0,1,0,1,已辦 ,1,0,1,5,1,學生、上班族,無,不可以,1,不可以,獨立套房
6300,0,1,板橋區,5,公寓,0,1,女生,二個月,0,一年,0,0,0,0,2,0,1,0,1,已辦 ,1,0,1,5,1,學生、上班族,無,不可以,1,不可以,獨立套房
13500,1,1,板橋區,10.12,公寓,0,1,男女生皆可,二個月,1,一年,0,0,1,1,10,1,1,1,1,已辦 ,1,0,1,11,1,學生、上班族、家庭,無,可以,1,可以,獨立套房
7500,1,0,蘆洲區,5,公寓,0,1,男女生皆可,面議,0,一年,0,開放式格局,1,1,5,0,0,0,0,未辦 ,1,0,1,5,1,0,無,不可以,1,不可以,獨立套房
15800,1,1,中和區,14.32,電梯大樓,1,1,男女生皆可,二個月,1,一年,0,0,1,1,2,1,1,1,1,已辦 ,0,0,1,15,1,學生、上班族、家庭,無,可以,1,不可以,獨立套房
8000,1,1,新店區,5,公寓,1,1,男女生皆可,二個月,1,一年,0,0,1,1,5,0,1,0,1,已辦 ,1,0,1,5,1,上班族,無,不可以,1,不可以,獨立套房
13500,1,1,淡水區,14.13,電梯大樓,0,1,男女生皆可,二個月,0,一年,0,有陽臺,1,1,7,1,1,0,1,已辦 ,0,0,0,22,1,學生、上班族、家庭,無,可以,1,不可以,獨立套房
7300,1,1,新莊區,7,公寓,1,1,男女生皆可,二個月,0,一年,0,有陽臺,1,1,4,0,1,0,1,已辦 ,1,0,1,5,1,學生、上班族,無,不可以,1,不可以,獨立套房
16600,1,1,淡水區,15.5,電梯大樓,1,1,男女生皆可,二個月,0,一年,0,有陽臺,1,1,9,1,0,0,1,已辦 ,1,0,1,26,1,學生、上班族、家庭,無,可以,1,不可以,獨立套房
8300,1,1,板橋區,7,公寓,0,1,男女生皆可,二個月,0,一年,0,有陽臺,1,1,5,0,1,0,1,-- ,1,0,1,6,1,學生、上班族,無,不可以,1,不可以,獨立套房
22000,1,1,中和區,19.66,電梯大樓,0,1,男女生皆可,二個月,0,一年,0,開放式格局,1,1,13,1,1,0,1,已辦 ,1,1966,1,19,1,上班族、家庭,無,可以,1,可以,獨立套房
9500,1,1,新店區,8,公寓,0,1,男女生皆可,二個月,0,一年,坐東朝西,0,1,1,1,0,1,0,1,未辦 ,1,0,1,3,1,學生、上班族、家庭,無,不可以,1,不可以,獨立套房
12000,1,1,三重區,7.5,公寓,0,1,男女生皆可,面議,0,一年,0,有陽臺,1,1,6,1,1,0,1,已辦 ,0,0,1,12,1,0,無,不可以,1,不可以,獨立套房
10000,1,1,中和區,7.8,電梯大樓,0,1,男女生皆可,二個月,0,一年,坐北朝南,0,1,0,3,1,0,0,1,已辦 ,0,394,0,12,1,學生、上班族、家庭,無,可以,0,可以,獨立套房
7000,1,1,板橋區,6,公寓,1,1,男女生皆可,二個月,0,一年,0,0,1,0,2,0,1,0,0,已辦 ,1,0,1,5,1,學生、上班族、家庭,無,不可以,1,可以,獨立套房
8000,1,1,三重區,6,公寓,0,1,女生,二個月,1,一年,0,0,1,0,4,0,1,0,1,已辦 ,1,0,1,4,1,學生、上班族,無,不可以,1,不可以,獨立套房
6500,1,1,新店區,4,公寓,0,1,男女生皆可,二個月,0,一年,坐北朝南,有陽臺,1,1,5,0,1,0,1,已辦 ,1,0,1,5,1,0,無,不可以,1,不可以,獨立套房
7000,1,1,中和區,6,公寓,0,1,男女生皆可,二個月,0,一年,0,0,1,1,2,1,1,0,1,已辦 ,1,0,1,5,1,上班族,無,不可以,1,不可以,獨立套房
13000,1,1,中和區,13.4,電梯大樓,0,1,男女生皆可,二個月,1,一年,坐北朝南,0,1,1,11,1,0,0,1,已辦 ,0,1021,0,41,1,學生、上班族、家庭,平面式停車位，費用另計,可以,1,不可以,獨立套房
7500,1,1,八里區,8,華廈,0,1,男女生皆可,二個月,0,一年,0,0,1,1,3,0,1,0,1,已辦 ,1,0,1,5,1,學生、上班族、家庭,無,可以,1,可以,獨立套房
9800,1,1,林口區,8,透天厝,0,1,男女生皆可,二個月,0,半年,坐北朝南,有陽臺,1,1,3,1,1,0,1,已辦 ,0,0,1,4,1,學生、上班族、家庭,無,可以,1,不可以,獨立套房
13000,1,1,中和區,7,公寓,0,1,女生,二個月,0,一年,0,有陽臺,1,1,4,0,1,0,1,已辦 ,1,0,1,4,1,上班族,無,可以,1,不可以,獨立套房
7500,1,1,汐止區,8,電梯大樓,0,1,男女生皆可,二個月,0,一年,0,0,1,1,3,1,1,1,1,已辦 ,1,0,1,6,1,學生、上班族、家庭,無,不可以,1,不可以,獨立套房
10000,1,1,中和區,7,電梯大樓,0,1,男女生皆可,二個月,0,一年,0,0,1,1,10,1,1,0,1,-- ,1,0,1,12,1,0,無,不可以,1,不可以,獨立套房
6500,1,1,土城區,6,公寓,0,1,男女生皆可,二個月,0,一年,0,0,1,1,2,0,1,0,1,-- ,1,0,1,5,1,學生、上班族,無,不可以,1,不可以,獨立套房
9000,1,1,三重區,5.5,公寓,0,1,男女生皆可,二個月,1,一年,坐北朝南,0,1,1,3,0,1,0,1,已辦 ,1,0,1,5,1,學生、上班族、家庭,無,不可以,1,不可以,獨立套房
8000,1,1,淡水區,6.52,電梯大樓,0,1,男女生皆可,二個月,0,一年,0,0,1,0,2,0,0,0,1,已辦 ,0,0,0,7,0,學生、上班族,無,不可以,1,不可以,獨立套房
8000,1,1,汐止區,8,透天厝,0,1,男女生皆可,二個月,0,半年,0,0,1,1,2,0,1,0,1,已辦 ,1,300,1,4,1,學生、上班族、家庭,無,可以,1,不可以,獨立套房
13500,1,1,汐止區,8,透天厝,0,1,男女生皆可,二個月,0,一年,0,0,1,1,1,1,1,0,1,已辦 ,1,0,1,3,1,學生、上班族、家庭,無,可以,1,不可以,獨立套房
10300,1,1,中和區,8,電梯大樓,0,1,男女生皆可,二個月,0,一年,0,有陽臺,1,1,3,0,1,0,1,未辦 ,1,0,1,9,1,0,無,不可以,1,不可以,獨立套房
18000,1,1,淡水區,13,電梯大樓,0,1,男女生皆可,二個月,1,一年,0,0,1,0,4,1,1,0,1,已辦 ,0,0,0,27,1,0,無,可以,1,不可以,獨立套房
11000,1,1,中和區,10,電梯大樓,0,1,男女生皆可,二個月,0,一年,坐南朝北,開放式格局,1,1,2,1,1,0,1,已辦 ,1,0,1,7,1,學生、上班族、家庭,無,不可以,1,不可以,獨立套房
10000,1,1,汐止區,16,電梯大樓,0,1,男女生皆可,二個月,0,一年,0,樓中樓,1,1,B2,1,1,0,1,已辦 ,0,0,0,25,1,學生、上班族、家庭,無,可以,1,不可以,獨立套房
6500,0,1,三峽區,8,電梯大樓,0,1,男女生皆可,二個月,0,一年,0,0,0,0,8,0,1,0,0,已辦 ,0,0,0,10,1,學生、上班族、家庭,無,不可以,1,不可以,獨立套房
8200,1,1,淡水區,10,電梯大樓,0,1,男女生皆可,二個月,1,一年,坐西朝東,0,1,1,14,1,1,0,1,已辦 ,1,0,1,14,1,學生、上班族、家庭,無,不可以,1,不可以,獨立套房
7000,1,1,板橋區,5,公寓,0,1,男女生皆可,二個月,1,一年,坐南朝北,0,1,0,5,1,1,0,1,已辦 ,1,0,1,5,1,上班族,無,不可以,1,不可以,獨立套房
6500,1,1,板橋區,6,透天厝,0,1,男女生皆可,二個月,0,一年,0,0,1,1,1,0,1,0,1,已辦 ,0,0,1,3,1,0,無,不可以,1,不可以,獨立套房
7500,1,1,汐止區,6,電梯大樓,1,1,男女生皆可,面議,0,一年,0,0,1,1,4,1,1,0,1,-- ,1,0,1,5,1,學生、上班族、家庭,無,可以,1,不可以,獨立套房
19000,1,1,中和區,12.72,電梯大樓,1,1,男女生皆可,二個月,1,一年,坐東南朝西北,0,0,0,14,1,1,0,1,已辦 ,0,764,0,19,1,學生、上班族、家庭,無,可以,1,不可以,獨立套房
5600,1,1,樹林區,5,電梯大樓,0,1,男女生皆可,二個月,1,一年,坐西朝東,0,1,1,4,0,1,1,1,已辦 ,1,0,1,7,1,學生、上班族,無,不可以,1,不可以,獨立套房
25000,1,1,中和區,26,電梯大樓,1,1,男女生皆可,二個月,0,兩年,坐北朝南,有陽臺,1,1,14,1,1,0,1,已辦 ,0,1993,0,17,1,上班族、家庭,無,可以,1,不可以,獨立套房
4500,1,1,新店區,3.5,電梯大樓,0,1,男女生皆可,一個月,0,三個月,0,0,1,0,1,0,1,0,1,-- ,1,0,0,7,1,學生、上班族、家庭,無,不可以,1,不可以,獨立套房
7000,1,1,板橋區,7,公寓,0,1,男女生皆可,二個月,0,一年,0,0,1,1,4,1,1,0,1,已辦 ,1,0,1,5,1,學生、上班族、家庭,無,不可以,1,不可以,獨立套房
6200,1,1,淡水區,6,公寓,0,1,男女生皆可,10000,1,一年,0,0,1,1,3,0,1,0,1,已辦 ,1,0,1,4,1,學生、上班族、家庭,無,不可以,1,不可以,獨立套房
25000,1,1,三重區,24,電梯大樓,0,0,男女生皆可,二個月,0,一年,0,開放式格局,1,1,12,1,1,0,1,已辦 ,1,2410,1,24,1,0,無,可以,1,不可以,獨立套房
9000,1,1,鶯歌區,11,透天厝,0,1,男女生皆可,二個月,0,一年,0,有陽臺,1,1,1,1,1,1,1,已辦 ,1,0,1,3,1,學生、上班族、家庭,無,不可以,1,不可以,獨立套房
7500,1,1,汐止區,5,公寓,0,1,男女生皆可,二個月,0,一年,0,0,1,1,2,0,1,1,1,已辦 ,1,0,1,2,1,學生、上班族,無,不可以,1,不可以,獨立套房
5000,1,1,三芝區,10,電梯大樓,0,1,男女生皆可,二個月,0,一年,0,0,1,1,2,1,1,0,1,已辦 ,0,0,0,12,1,0,無,可以,1,不可以,獨立套房
4500,1,1,新莊區,4,公寓,0,1,男女生皆可,二個月,1,一年,0,開放式格局,1,1,頂樓加蓋,0,1,1,1,未辦 ,1,0,0,5,1,學生、上班族、家庭,無,不可以,1,不可以,獨立套房
7500,1,1,板橋區,5,透天厝,0,1,男女生皆可,二個月,0,一年,0,0,1,1,2,0,1,0,1,-- ,1,0,1,4,1,0,無,不可以,1,不可以,獨立套房
12000,1,1,永和區,7,公寓,1,1,女生,二個月,1,一年,0,0,1,1,2,0,1,0,1,已辦 ,1,0,1,5,1,學生、上班族、家庭,無,不可以,1,不可以,獨立套房
6500,1,1,板橋區,5.5,公寓,0,1,男女生皆可,二個月,1,一年,坐西南朝東北,有陽臺,1,1,6,0,1,1,1,已辦 ,1,0,1,6,1,上班族、家庭,無,不可以,1,不可以,獨立套房
7500,1,1,新莊區,5,電梯大樓,0,1,男女生皆可,二個月,0,半年,0,有陽臺,1,1,4,0,1,0,1,已辦 ,0,0,1,4,1,0,無,不可以,1,不可以,獨立套房
7000,1,1,樹林區,6,透天厝,0,1,男女生皆可,二個月,0,一年,0,0,1,1,3,0,1,0,1,已辦 ,1,0,1,4,1,上班族,無,不可以,1,不可以,獨立套房
9500,1,1,板橋區,6,公寓,0,1,女生,二個月,1,一年,0,0,1,1,4,0,1,1,1,已辦 ,1,0,1,5,1,學生、上班族,無,不可以,1,不可以,獨立套房
12500,1,1,中和區,8.8,電梯大樓,0,1,男女生皆可,二個月,1,一年,0,有陽臺,0,0,15,1,1,0,1,已辦 ,0,360,0,20,1,學生、上班族、家庭,無,可以,1,不可以,獨立套房
11500,1,1,蘆洲區,8,公寓,0,1,男女生皆可,二個月,1,一年,坐東北朝西南,0,1,1,5,1,1,0,1,已辦 ,1,0,1,5,1,學生、上班族、家庭,無,可以,1,可以,獨立套房
13000,1,1,三重區,10,電梯大樓,0,1,男女生皆可,二個月,0,一年,0,有陽臺,1,1,10,0,1,0,1,-- ,1,585,0,13,1,0,無,不可以,1,不可以,獨立套房
10000,0,1,中和區,12,電梯大樓,0,1,男女生皆可,二個月,0,一年,0,有陽臺,1,1,1,1,0,0,1,已辦 ,0,508,0,12,1,學生、上班族、家庭,無,不可以,0,不可以,獨立套房
9800,1,1,三重區,8,公寓,0,1,男女生皆可,二個月,1,一年,坐北朝南,0,1,1,2,0,1,0,1,已辦 ,1,0,1,5,1,學生、上班族、家庭,無,可以,1,不可以,獨立套房
8000,1,1,淡水區,8,電梯大樓,0,1,男女生皆可,二個月,1,一年,坐西朝東,有陽臺,1,1,6,0,1,1,1,已辦 ,1,0,1,8,1,學生、上班族,平面式停車位，費用另計,不可以,1,不可以,獨立套房
7300,1,1,淡水區,7,電梯大樓,0,1,男女生皆可,二個月,1,一年,坐南朝北,有陽臺,1,1,8,0,0,0,1,已辦 ,1,0,0,8,1,學生、上班族,平面式停車位，費用另計,不可以,1,不可以,獨立套房
7000,1,1,淡水區,5,電梯大樓,0,1,男女生皆可,二個月,1,半年,坐南朝北,有陽臺,1,1,5,0,0,0,1,已辦 ,1,0,1,8,1,學生、上班族、家庭,平面式停車位，費用另計,不可以,1,不可以,獨立套房
13000,1,1,板橋區,10.65,電梯大樓,0,1,男女生皆可,面議,0,三個月,0,有陽臺,1,1,19,0,1,0,1,已辦 ,0,600,0,23,1,學生、上班族、家庭,無,可以,1,可以,獨立套房
21000,1,1,汐止區,20.58,電梯大樓,1,1,男女生皆可,二個月,0,一年,坐東北朝西南,有陽臺,1,0,23,1,0,1,1,已辦 ,0,1029,0,29,1,學生、上班族、家庭,無,可以,0,不可以,獨立套房
10000,1,1,土城區,10.9,電梯大樓,0,1,男女生皆可,二個月,0,一年,0,0,1,0,13,0,1,0,1,已辦 ,0,300,0,19,1,學生、上班族、家庭,無,不可以,1,不可以,獨立套房
7500,1,1,汐止區,6,公寓,0,1,男女生皆可,二個月,1,一年,0,有陽臺,1,1,5,0,1,1,1,已辦 ,1,0,1,5,1,學生、上班族,無,不可以,1,不可以,獨立套房
8000,1,0,板橋區,7,公寓,0,1,男女生皆可,面議,0,一年,0,0,1,0,5,1,0,0,1,已辦 ,1,0,1,5,1,學生、上班族、家庭,無,可以,1,可以,獨立套房
14000,1,1,淡水區,16.58,電梯大樓,1,1,男女生皆可,二個月,1,一年,0,有陽臺,1,1,3,1,1,0,1,已辦 ,1,0,0,7,1,學生、上班族、家庭,無,可以,0,不可以,獨立套房
6500,1,1,永和區,6,公寓,1,1,男女生皆可,二個月,0,一年,坐北朝南,0,1,1,頂樓加蓋,0,1,0,1,已辦 ,0,0,1,5,1,學生、上班族,無,不可以,0,不可以,獨立套房
8300,1,1,三重區,6,公寓,0,1,男女生皆可,二個月,0,一年,0,0,1,1,4,0,1,0,1,已辦 ,1,0,1,4,1,學生、上班族,無,不可以,1,不可以,獨立套房
8000,1,1,永和區,6,公寓,0,1,男女生皆可,二個月,1,一年,0,0,1,1,5,0,1,0,1,已辦 ,1,0,1,5,1,0,無,不可以,1,不可以,獨立套房
6000,1,1,金山區,5,公寓,0,1,男女生皆可,二個月,0,一年,0,0,1,1,3,0,1,0,1,已辦 ,1,0,0,4,0,0,無,不可以,1,不可以,獨立套房
13000,1,1,淡水區,16,電梯大樓,0,1,男女生皆可,二個月,0,半年,0,有陽臺,1,1,8,1,1,0,1,已辦 ,1,0,1,15,1,學生、上班族、家庭,無,不可以,1,不可以,獨立套房
19000,0,1,新莊區,17,電梯大樓,0,0,男女生皆可,二個月,1,一年,坐東朝西,0,0,0,10,0,1,0,1,已辦 ,0,0,0,24,0,學生、上班族、家庭,平面式停車位，費用另計,可以,0,不可以,獨立套房
5000,1,1,三峽區,6,透天厝,1,1,男女生皆可,面議,0,半年,0,0,1,1,2,1,1,0,1,已辦 ,1,0,1,3,1,學生、上班族、家庭,無,可以,1,可以,獨立套房
12000,1,1,淡水區,12,電梯大樓,0,1,男女生皆可,二個月,0,一年,0,有陽臺,1,1,11,1,1,0,1,已辦 ,0,629,0,31,1,學生、上班族,無,可以,0,不可以,獨立套房
4800,1,1,土城區,5,公寓,0,1,男女生皆可,二個月,1,半年,0,0,1,1,5,0,1,0,1,已辦 ,0,0,0,5,1,學生、上班族、家庭,無,不可以,1,不可以,獨立套房
8500,1,1,三峽區,11.87,電梯大樓,1,1,女生,二個月,0,一年,坐西朝東,有陽臺,1,1,6,1,1,0,1,已辦 ,0,0,0,16,1,學生、上班族、家庭,無,不可以,1,不可以,獨立套房
4700,0,1,三重區,5,公寓,0,0,男女生皆可,二個月,1,一年,坐南朝北,0,0,0,3,0,0,0,1,已辦 ,0,0,0,5,0,學生、上班族,無,不可以,0,不可以,獨立套房
5000,1,1,鶯歌區,5,公寓,0,1,男女生皆可,二個月,0,一年,0,0,1,1,5,0,1,0,0,已辦 ,1,0,1,5,1,學生、上班族、家庭,無,可以,1,不可以,獨立套房
14000,1,1,永和區,10,電梯大樓,1,0,男女生皆可,二個月,1,一年,0,有陽臺,1,0,11,0,1,0,1,已辦 ,0,0,0,12,1,上班族,無,可以,1,不可以,獨立套房
12500,1,1,三重區,8,透天厝,0,1,男女生皆可,二個月,1,一年,0,0,1,1,4,1,1,0,1,已辦 ,1,0,1,4,1,0,無,不可以,1,不可以,獨立套房
7500,1,1,泰山區,8,公寓,0,1,男女生皆可,面議,0,一年,0,有陽臺,1,1,4,1,1,0,1,-- ,1,0,1,10,1,學生、上班族、家庭,無,不可以,1,不可以,獨立套房
5500,0,1,新莊區,5,公寓,0,1,男女生皆可,二個月,0,一年,0,有陽臺,1,1,5,0,1,0,1,已辦 ,0,0,1,5,1,學生、上班族,無,不可以,0,不可以,獨立套房
14000,1,1,板橋區,6,公寓,0,1,女生,面議,1,一年,0,0,1,1,2,1,1,0,1,已辦 ,1,0,1,4,1,學生、上班族、家庭,無,可以,1,不可以,獨立套房
10000,1,1,板橋區,8,公寓,0,1,男女生皆可,二個月,0,一年,0,0,1,1,4,0,1,0,1,已辦 ,1,0,1,4,1,學生、上班族、家庭,無,不可以,1,不可以,獨立套房
13500,1,1,淡水區,22.21,電梯大樓,0,1,男女生皆可,二個月,1,一年,0,0,1,1,3,1,1,0,1,已辦 ,0,0,0,13,1,學生、上班族、家庭,無,可以,1,不可以,獨立套房
20000,1,1,永和區,18.978,電梯大樓,1,1,男女生皆可,二個月,0,一年,0,0,1,1,2,1,1,0,1,已辦 ,1,0,1,12,1,學生、上班族、家庭,無,可以,1,可以,獨立套房
6500,1,1,中和區,6,公寓,0,1,男女生皆可,二個月,1,一年,0,有陽臺,1,1,3,0,1,0,1,已辦 ,1,0,1,5,1,學生、上班族,無,不可以,1,不可以,獨立套房
8500,1,1,萬里區,17.11,電梯大樓,0,1,男女生皆可,二個月,0,一年,坐西朝東,有陽臺,1,1,4,1,1,0,1,已辦 ,0,1700,0,15,1,學生、上班族、家庭,無,可以,0,不可以,獨立套房
8000,1,1,新莊區,6,公寓,0,1,男女生皆可,面議,1,一年,0,0,1,0,5,1,1,0,1,已辦 ,1,0,1,5,1,學生、上班族,無,不可以,1,不可以,獨立套房
8000,1,1,蘆洲區,7,電梯大樓,1,1,男女生皆可,二個月,0,一年,0,開放式格局,1,1,5,0,1,0,0,未辦 ,1,0,1,8,1,0,無,不可以,1,不可以,獨立套房
7000,1,1,林口區,6,公寓,1,1,男女生皆可,二個月,0,一年,0,開放式格局,1,1,2,0,1,0,1,已辦 ,1,0,1,4,1,0,無,不可以,1,不可以,獨立套房
6800,1,1,樹林區,6,透天厝,0,1,男女生皆可,面議,1,一年,坐西朝東,0,1,0,3,1,1,1,1,已辦 ,1,0,1,5,1,學生、上班族、家庭,平面式停車位，費用另計,不可以,1,不可以,獨立套房
16000,1,1,板橋區,10,公寓,1,1,女生,面議,1,一年,0,有陽臺,1,1,10,1,1,1,1,已辦 ,1,0,0,14,1,上班族,無,可以,1,不可以,獨立套房
10900,1,1,中和區,13,電梯大樓,0,1,男女生皆可,二個月,1,一年,坐北朝南,0,0,0,24,0,0,0,1,已辦 ,0,1030,0,41,1,學生、上班族,無,可以,0,不可以,獨立套房
7000,1,1,三重區,5,電梯大樓,0,1,男女生皆可,一個月,0,一年,0,0,1,1,3,0,1,1,0,已辦 ,1,0,1,5,1,學生、上班族,無,不可以,1,不可以,獨立套房
10000,1,1,新莊區,8,公寓,0,1,男女生皆可,二個月,1,一年,0,0,1,1,1,1,1,0,1,-- ,1,0,1,5,1,學生、上班族、家庭,無,不可以,1,不可以,獨立套房
8000,0,1,三峽區,8,電梯大樓,1,1,男女生皆可,二個月,0,一年,0,有陽臺,1,1,8,0,0,0,1,已辦 ,0,500,0,12,1,學生、上班族,平面式停車位，費用另計,不可以,0,不可以,獨立套房
8000,1,1,新莊區,9,公寓,0,1,男女生皆可,二個月,0,一年,0,有陽臺,1,1,4,0,1,0,1,已辦 ,0,0,1,4,1,0,無,不可以,1,不可以,獨立套房
17500,1,1,淡水區,16.13,電梯大樓,0,1,男女生皆可,二個月,1,一年,0,有陽臺,1,1,24,1,0,0,1,已辦 ,0,0,0,29,1,學生、上班族、家庭,機械式停車位，費用另計,可以,1,不可以,獨立套房
18000,1,1,板橋區,10.83,電梯大樓,0,1,男女生皆可,二個月,0,一年,0,0,1,1,19,1,1,0,1,已辦 ,0,580,0,37,1,學生、上班族、家庭,無,可以,1,不可以,獨立套房
8000,1,1,泰山區,10,公寓,0,1,男女生皆可,二個月,1,一年,坐北朝南,有陽臺,1,1,3,1,1,0,1,已辦 ,1,0,1,5,1,學生、上班族、家庭,無,可以,1,可以,獨立套房
7500,1,1,樹林區,6,公寓,0,1,男女生皆可,二個月,0,一年,0,0,1,1,5,0,1,0,1,已辦 ,1,0,1,5,1,學生、上班族,無,不可以,1,不可以,獨立套房
6500,1,1,樹林區,5,公寓,0,1,男女生皆可,二個月,0,一年,0,0,1,1,1,0,1,0,1,已辦 ,1,0,0,3,1,0,無,不可以,1,不可以,獨立套房
11800,1,1,新店區,8,公寓,0,1,男女生皆可,二個月,1,一年,0,0,1,1,2,1,1,1,1,已辦 ,1,0,1,5,0,學生、上班族、家庭,無,可以,1,可以,獨立套房
10000,1,1,土城區,9,電梯大樓,0,1,男女生皆可,二個月,0,一年,0,有陽臺,1,1,14,1,1,0,1,已辦 ,0,479,0,19,1,0,無,不可以,1,可以,獨立套房
13500,1,1,淡水區,13.5,電梯大樓,1,1,男女生皆可,二個月,1,一年,0,0,1,1,7,1,1,0,1,已辦 ,0,0,0,22,1,學生、上班族、家庭,無,可以,1,不可以,獨立套房
10000,1,1,五股區,9,公寓,0,1,男女生皆可,二個月,0,一年,0,0,1,1,2,1,1,0,1,已辦 ,1,0,1,4,1,學生、上班族、家庭,無,不可以,1,不可以,獨立套房
10000,1,1,新店區,9.5,公寓,0,1,女生,面議,0,一年,0,有陽臺,1,1,4,1,1,0,1,已辦 ,1,0,1,4,1,學生、上班族,無,不可以,1,不可以,獨立套房
8500,1,1,板橋區,7,公寓,0,1,男女生皆可,二個月,1,一年,0,有陽臺,1,1,5,1,1,0,1,未辦 ,1,0,1,5,1,學生、上班族、家庭,無,可以,1,不可以,獨立套房
7800,1,1,蘆洲區,5.5,公寓,0,1,男女生皆可,二個月,1,1月,0,0,1,1,5,0,0,0,1,已辦 ,1,0,1,5,1,學生、上班族,無,不可以,1,不可以,獨立套房
9500,1,1,淡水區,11,華廈,0,1,女生,二個月,0,一年,0,0,1,1,2,0,0,0,1,已辦 ,1,0,1,8,1,學生,無,不可以,1,不可以,獨立套房
5500,1,1,鶯歌區,12,透天厝,0,1,男女生皆可,二個月,0,半年,0,0,0,0,3,0,0,0,1,已辦 ,0,0,0,5,1,學生、上班族、家庭,無,不可以,1,不可以,獨立套房
6200,1,1,三重區,9,透天厝,0,1,男女生皆可,二個月,1,一年,0,0,1,1,2,1,1,0,1,已辦 ,1,0,1,5,1,學生、上班族、家庭,無,不可以,1,不可以,獨立套房
9000,1,1,新莊區,15,公寓,0,1,男女生皆可,面議,0,一年,0,開放式格局,1,1,5,1,1,0,1,未辦 ,1,0,1,5,1,學生、上班族、家庭,無,不可以,1,可以,獨立套房
8000,1,1,永和區,7,公寓,1,1,男女生皆可,二個月,0,一年,0,0,1,1,1,0,1,0,1,-- ,1,0,1,4,1,學生、上班族,無,不可以,1,不可以,獨立套房
7500,1,1,三重區,7,公寓,0,1,男女生皆可,12000,0,一年,0,0,1,1,3,0,1,0,1,已辦 ,1,0,1,5,1,學生、上班族,無,不可以,1,不可以,獨立套房
